No.,级别,词语,拼音,词性
5817,七-九级,插嘴,chāzuǐ,动
5818,七-九级,查处,cháchǔ,动
5819,七-九级,查获,cháhuò,动
5820,七-九级,察觉,chájué,动
5821,七-九级,察看,chákàn,动
5822,七-九级,查明,chámíng,动
5823,七-九级,岔,chà,名、动
5824,七-九级,刹那,chànà,名
5825,七-九级,诧异,chàyì,形
5826,七-九级,拆迁,chāiqiān,动
5827,七-九级,柴油,cháiyóu,名
5828,七-九级,掺,chān,动
5829,七-九级,搀,chān,动
5830,七-九级,馋,chán,形、动
5831,七-九级,缠,chán,动
5832,七-九级,缠绕,chánrào,动
5833,七-九级,铲,chǎn,名、动
5834,七-九级,产权,chǎnquán,名
5835,七-九级,阐释,chǎnshì,动
5836,七-九级,阐述,chǎnshù,动
5837,七-九级,产物,chǎnwù,名
5838,七-九级,产业链,chǎnyèliàn,名
5839,七-九级,产值,chǎnzhí,名
5840,七-九级,颤抖,chàndǒu,动
5841,七-九级,猖狂,chāngkuáng,形
5842,七-九级,昌盛,chāngshèng,形
5843,七-九级,偿还,chánghuán,动
5844,七-九级,常理,chánglǐ,名
5845,七-九级,长期以来,chángqī yǐlái,
5846,七-九级,常人,chángrén,名
5847,七-九级,常态,chángtài,名
5848,七-九级,长效,chángxiào,名、形
5849,七-九级,长征,chángzhēng,动、名
5850,七-九级,长足,chángzú,形
5851,七-九级,敞开,chǎngkāi,动、副
5852,七-九级,倡导,chàngdǎo,动
5853,七-九级,唱片,chàngpiàn,名
5854,七-九级,畅谈,chàngtán,动
5855,七-九级,倡议,chàngyì,动、名
5856,七-九级,超标,chāobiāo,动
5857,七-九级,钞票,chāopiào,名
5858,七-九级,超前,chāoqián,形、动
5859,七-九级,抄袭,chāoxí,动
5860,七-九级,潮,cháo,名、形
5861,七-九级,嘲弄,cháonòng,动
5862,七-九级,潮水,cháoshuǐ,名
5863,七-九级,巢穴,cháoxué,名
5864,七-九级,炒作,chǎozuò,动
5865,七-九级,车间,chējiān,名
5866,七-九级,扯,chě,动
5867,七-九级,撤,chè,动
5868,七-九级,撤离,chèlí,动
5869,七-九级,撤退,chètuì,动
5870,七-九级,彻夜,chèyè,副
5871,七-九级,沉淀,chéndiàn,动、名
5872,七-九级,沉甸甸,chéndiàndiàn,形
5873,七-九级,沉浸,chénjìn,动
5874,七-九级,陈旧,chénjiù,形
5875,七-九级,陈列,chénliè,动
5876,七-九级,沉闷,chénmèn,形
5877,七-九级,沉迷,chénmí,动
5878,七-九级,陈述,chénshù,动
5879,七-九级,沉睡,chénshuì,动
5880,七-九级,沉思,chénsī,动
5881,七-九级,沉稳,chénwěn,形
5882,七-九级,沉着,chénzhuó,形
5883,七-九级,趁机,chènjī,副
5884,七-九级,衬托,chèntuō,动
5885,七-九级,称心如意,chènxīn-rúyì,
5886,七-九级,趁早,chènzǎo,副
5887,七-九级,呈,chéng,动
5888,七-九级,承包,chéngbāo,动
5889,七-九级,成才,chéngcái,动
5890,七-九级,成家,chéngjiā,动
5891,七-九级,成家立业,chéngjiā-lìyè,
5892,七-九级,承接,chéngjiē,动
5893,七-九级,诚恳,chéngkěn,形
5894,七-九级,成年2,chéngnián,副
5895,七-九级,成品,chéngpǐn,名
5896,七-九级,城墙,chéngqiáng,名
5897,七-九级,澄清,chéngqīng,形、动
5898,七-九级,成全,chéngquán,动
5899,七-九级,成群结队,chéngqún-jiéduì,
5900,七-九级,成天,chéngtiān,副
5901,七-九级,成心,chéngxīn,副
5902,七-九级,成型,chéngxíng,动
5903,七-九级,诚意,chéngyì,名
5904,七-九级,承载,chéngzài,动
5905,七-九级,诚挚,chéngzhì,形
5906,七-九级,逞强,chěngqiáng,动
5907,七-九级,秤,chèng,名
5908,七-九级,痴呆,chīdāi,形
5909,七-九级,吃喝玩乐,chī-hē-wán-lè,
5910,七-九级,吃苦,chīkǔ,动
5911,七-九级,吃亏,chīkuī,动
5912,七-九级,吃力,chīlì,形
5913,七-九级,痴迷,chīmí,动
5914,七-九级,痴心,chīxīn,名、形
5915,七-九级,持,chí,动
5916,七-九级,迟迟,chíchí,副
5917,七-九级,迟钝,chídùn,形
5918,七-九级,迟缓,chíhuǎn,形
5919,七-九级,驰名,chímíng,动
5920,七-九级,持平,chípíng,动
5921,七-九级,池塘,chítáng,名
5922,七-九级,迟疑,chíyí,形
5923,七-九级,迟早,chízǎo,副
5924,七-九级,持之以恒,chízhī-yǐhéng,
5925,七-九级,尺度,chǐdù,名
5926,七-九级,耻辱,chǐrǔ,名
5927,七-九级,耻笑,chǐxiào,动
5928,七-九级,赤道,chìdào,名
5929,七-九级,赤字,chìzì,名
5930,七-九级,充,chōng,动
5931,七-九级,充斥,chōngchì,动
5932,七-九级,冲刺,chōngcì,动
5933,七-九级,充当,chōngdāng,动
5934,七-九级,憧憬,chōngjǐng,动
5935,七-九级,冲浪,chōnglàng,动
5936,七-九级,充沛,chōngpèi,形
5937,七-九级,冲洗,chōngxǐ,动
5938,七-九级,充裕,chōngyù,形
5939,七-九级,冲撞,chōngzhuàng,动
5940,七-九级,重重,chóngchóng,形
5941,七-九级,重叠,chóngdié,动、名
5942,七-九级,重返,chóngfǎn,动
5943,七-九级,崇高,chónggāo,形
5944,七-九级,重合,chónghé,动
5945,七-九级,崇敬,chóngjìng,动
5946,七-九级,崇尚,chóngshàng,动
5947,七-九级,重申,chóngshēn,动
5948,七-九级,重现,chóngxiàn,动
5949,七-九级,重组,chóngzǔ,动
5950,七-九级,宠,chǒng,动
5951,七-九级,宠爱,chǒng’ài,动
5952,七-九级,抽查,chōuchá,动
5953,七-九级,抽签,chōuqiān,动
5954,七-九级,抽屉,chōuti,名
5955,七-九级,抽样,chōuyàng,动
5956,七-九级,仇,chóu,名
5957,七-九级,稠,chóu,形
5958,七-九级,筹,chóu,动
5959,七-九级,筹办,chóubàn,动
5960,七-九级,筹措,chóucuò,动
5961,七-九级,仇恨,chóuhèn,动、名
5962,七-九级,筹划,chóuhuà,动
5963,七-九级,筹集,chóují,动
5964,七-九级,筹码,chóumǎ,名
5965,七-九级,愁眉苦脸,chóuméi-kǔliǎn,
5966,七-九级,稠密,chóumì,形
5967,七-九级,仇人,chóurén,名
5968,七-九级,瞅,chǒu,动
5969,七-九级,丑恶,chǒu’è,形
5970,七-九级,丑陋,chǒulòu,形
5971,七-九级,丑闻,chǒuwén,名
5972,七-九级,出厂,chūchǎng,动
5973,七-九级,出丑,chūchǒu,动
5974,七-九级,出动,chūdòng,动
5975,七-九级,出发点,chūfādiǎn,名
5976,七-九级,出访,chūfǎng,动
5977,七-九级,出局,chūjú,动
5978,七-九级,出具,chūjù,动
5979,七-九级,出口成章,chūkǒu-chéngzhāng,
5980,七-九级,出路,chūlù,名
5981,七-九级,出卖,chūmài,动
5982,七-九级,出面,chūmiàn,动
5983,七-九级,出任,chūrèn,动
5984,七-九级,出人意料,chūrényìliào,
5985,七-九级,出神,chūshén,动
5986,七-九级,出身,chūshēn,动、名
5987,七-九级,出手,chūshǒu,动、名
5988,七-九级,出台,chūtái,动
5989,七-九级,出头,chūtóu,动
5990,七-九级,出土,chūtǔ,动
5991,七-九级,出息,chūxi,名
5992,七-九级,出征,chūzhēng,动
5993,七-九级,出众,chūzhòng,形
5994,七-九级,初衷,chūzhōng,名
5995,七-九级,出资,chūzī,动
5996,七-九级,出走,chūzǒu,动
5997,七-九级,锄,chú,名、动
5998,七-九级,橱窗,chúchuāng,名
5999,七-九级,除去,chúqù,动、介
6000,七-九级,除外,chúwài,动
6001,七-九级,储备,chǔbèi,动、名
6002,七-九级,处方,chǔfāng,动、名
6003,七-九级,处分,chǔfèn,动、名
6004,七-九级,处境,chǔjìng,名
6005,七-九级,储量,chǔliàng,名
6006,七-九级,处事,chǔshì,动
6007,七-九级,处置,chǔzhì,动
6008,七-九级,触动,chùdòng,动
6009,七-九级,触犯,chùfàn,动
6010,七-九级,触觉,chùjué,名
6011,七-九级,矗立,chùlì,动
6012,七-九级,触摸,chùmō,动
6013,七-九级,触目惊心,chùmù-jīngxīn,
6014,七-九级,揣,chuāi,动
6015,七-九级,揣测,chuǎicè,动
6016,七-九级,揣摩,chuǎimó,动
6017,七-九级,踹,chuài,动
6018,七-九级,川流不息,chuānliú-bùxī,
6019,七-九级,穿梭,chuānsuō,动
6020,七-九级,穿越,chuānyuè,动
6021,七-九级,穿着,chuānzhuó,名
6022,七-九级,船舶,chuánbó,名
6023,七-九级,传单,chuándān,名
6024,七-九级,传媒,chuánméi,名
6025,七-九级,传奇,chuánqí,名
6026,七-九级,传人,chuánrén,动、名
6027,七-九级,传闻,chuánwén,动、名
6028,七-九级,传言,chuányán,名、动
6029,七-九级,喘,chuǎn,动
6030,七-九级,喘息,chuǎnxī,动
6031,七-九级,串门,chuànmén,动
6032,七-九级,窗帘,chuānglián,名
6033,七-九级,创伤,chuāngshāng,名
6034,七-九级,床位,chuángwèi,名
6035,七-九级,创,chuàng,动
6036,七-九级,创始人,chuàngshǐrén,名
6037,七-九级,吹牛,chuīniú,动
6038,七-九级,吹捧,chuīpěng,动
6039,七-九级,炊烟,chuīyān,名
6040,七-九级,垂,chuí,动
6041,七-九级,捶,chuí,动
6042,七-九级,锤,chuí,名、动
6043,七-九级,垂头丧气,chuítóu-sàngqì,
6044,七-九级,纯粹,chúncuì,形、副
6045,七-九级,醇厚,chúnhòu,形
6046,七-九级,纯洁,chúnjié,形、动
6047,七-九级,纯朴,chúnpǔ,形
6048,七-九级,淳朴,chúnpǔ,形
6049,七-九级,蠢,chǔn,形
6050,七-九级,戳,chuō,动、名
6051,七-九级,绰号,chuòhào,名
6052,七-九级,辞,cí,动
6053,七-九级,辞呈,cíchéng,名
6054,七-九级,磁带,cídài,名
6055,七-九级,辞典,cídiǎn,名
6056,七-九级,慈善,císhàn,形
6057,七-九级,磁铁,cítiě,名
6058,七-九级,辞退,cítuì,动
6059,七-九级,慈祥,cíxiáng,形
6060,七-九级,雌性,cíxìng,名
6061,七-九级,此起彼伏,cǐqǐ-bǐfú,
6062,七-九级,此致,cǐzhì,动
6063,七-九级,赐,cì,动
6064,七-九级,刺耳,cì’ěr,形
6065,七-九级,刺骨,cìgǔ,动
6066,七-九级,伺候,cìhou,动
6067,七-九级,赐教,cìjiào,动
6068,七-九级,次品,cìpǐn,名
6069,七-九级,次日,cìrì,名
6070,七-九级,刺绣,cìxiù,动、名
6071,七-九级,次序,cìxù,名
6072,七-九级,刺眼,cìyǎn,形
6073,七-九级,次要,cìyào,形
6074,七-九级,葱,cōng,名
6075,七-九级,丛,cóng,量
6076,七-九级,丛林,cónglín,名
6077,七-九级,从容,cóngróng,形
6078,七-九级,从容不迫,cóngróng-búpò,
6079,七-九级,从头,cóngtóu,副
6080,七-九级,凑,còu,动
6081,七-九级,凑合,còuhe,动
6082,七-九级,凑巧,còuqiǎo,形
6083,七-九级,粗暴,cūbào,形
6084,七-九级,粗糙,cūcāo,形
6085,七-九级,粗鲁,cūlǔ,形
6086,七-九级,粗略,cūlüè,形
6087,七-九级,粗心大意,cūxīn-dàyì,
6088,七-九级,促成,cùchéng,动
6089,七-九级,簇拥,cùyōng,动
6090,七-九级,窜,cuàn,动
6091,七-九级,摧残,cuīcán,动
6092,七-九级,催促,cuīcù,动
6093,七-九级,摧毁,cuīhuǐ,动
6094,七-九级,催眠,cuīmián,动
6095,七-九级,璀璨,cuǐcàn,形
6096,七-九级,翠绿,cuìlǜ,形
6097,七-九级,存活,cúnhuó,动
6098,七-九级,存货,cúnhuò,动、名
6099,七-九级,存心,cúnxīn,动、副
6100,七-九级,存折,cúnzhé,名
6101,七-九级,搓,cuō,动
6102,七-九级,磋商,cuōshāng,动
6103,七-九级,挫败,cuòbài,动
6104,七-九级,错别字,cuòbiézì,名
6105,七-九级,错觉,cuòjué,名
6106,七-九级,措手不及,cuòshǒu-bùjí,
6107,七-九级,错位,cuòwèi,动
6108,七-九级,错综复杂,cuòzōng-fùzá,
6109,七-九级,搭乘,dāchéng,动
6110,七-九级,搭档,dādàng,动、名
6111,七-九级,搭建,dājiàn,动
6112,七-九级,答辩,dábiàn,动
6113,七-九级,达标,dábiāo,动
6114,七-九级,打2,dǎ,介
6115,七-九级,打喷嚏,dǎ pēntì,
6116,七-九级,打下手,dǎ xiàshǒu,
6117,七-九级,打岔,dǎchà,动
6118,七-九级,打倒,dǎdǎo,动
6119,七-九级,打赌,dǎdǔ,动
6120,七-九级,打盹儿,dǎdǔnr,动
6121,七-九级,打发,dǎfa,动
6122,七-九级,打搅,dǎjiǎo,动
6123,七-九级,打捞,dǎlāo,动
6124,七-九级,打量,dǎliang,动
6125,七-九级,打猎,dǎliè,动
6126,七-九级,打磨,dǎmó,动
6127,七-九级,打消,dǎxiāo,动
6128,七-九级,大不了,dàbuliǎo,形、副
6129,七-九级,大大咧咧,dàdaliēliē,形
6130,七-九级,大纲,dàgāng,名
6131,七-九级,大公无私,dàgōng-wúsī,
6132,七-九级,大街小巷,dàjiē-xiǎoxiàng,
6133,七-九级,大惊小怪,dàjīng-xiǎoguài,
6134,七-九级,大局,dàjú,名
6135,七-九级,大陆,dàlù,名
6136,七-九级,大名鼎鼎,dàmíng-dǐngdǐng,
6137,七-九级,大片,dàpiàn,名
6138,七-九级,大气,dàqì,名、形
6139,七-九级,大数据,dàshùjù,名
6140,七-九级,大肆,dàsì,副
6141,七-九级,大体,dàtǐ,名、副
6142,七-九级,大同小异,dàtóng-xiǎoyì,
6143,七-九级,大为,dàwéi,副
6144,七-九级,大雁,dàyàn,名
6145,七-九级,大意,dàyi,形
6146,七-九级,大意,dàyì,名
6147,七-九级,大有可为,dàyǒu-kěwéi,
6148,七-九级,大宗,dàzōng,形、名
6149,七-九级,逮,dǎi,动
6150,七-九级,歹徒,dǎitú,名
6151,七-九级,逮捕,dàibǔ,动
6152,七-九级,带队,dàiduì,动
6153,七-九级,怠工,dàigōng,动
6154,七-九级,代号,dàihào,名
6155,七-九级,代理人,dàilǐrén,名
6156,七-九级,带路,dàilù,动
6157,七-九级,怠慢,dàimàn,动
6158,七-九级,带头,dàitóu,动
6159,七-九级,代言,dàiyán,动
6160,七-九级,担,dān,动
6161,七-九级,担保,dānbǎo,动
6162,七-九级,单边,dānbiān,形
6163,七-九级,单薄,dānbó,形
6164,七-九级,担当,dāndāng,动
6165,七-九级,单方面,dānfāngmiàn,名
6166,七-九级,担负,dānfù,动
6167,七-九级,耽搁,dānge,动
6168,七-九级,单价,dānjià,名
6169,七-九级,单身,dānshēn,动、名、副
6170,七-九级,胆量,dǎnliàng,名
6171,七-九级,胆怯,dǎnqiè,形
6172,七-九级,胆小鬼,dǎnxiǎoguǐ,名
6173,七-九级,担,dàn,名、量
6174,七-九级,诞辰,dànchén,名
6175,七-九级,淡化,dànhuà,动
6176,七-九级,淡季,dànjì,名
6177,七-九级,淡水,dànshuǐ,名
6178,七-九级,但愿,dànyuàn,动
6179,七-九级,担子,dànzi,名
6180,七-九级,当即,dāngjí,副
6181,七-九级,当机立断,dāngjī-lìduàn,
6182,七-九级,当日,dāngrì,名
6183,七-九级,当事人,dāngshìrén,名
6184,七-九级,当务之急,dāngwùzhījí,
6185,七-九级,当心,dāngxīn,动
6186,七-九级,当之无愧,dāngzhīwúkuì,
6187,七-九级,当众,dāngzhòng,副
6188,七-九级,党,dǎng,名
6189,七-九级,档次,dàngcì,名
6190,七-九级,当晚,dàngwǎn,名
6191,七-九级,荡漾,dàngyàng,动
6192,七-九级,当真,dàngzhēn,动、副
6193,七-九级,导弹,dǎodàn,名
6194,七-九级,导航,dǎoháng,动
6195,七-九级,导火索,dǎohuǒsuǒ,名
6196,七-九级,捣乱,dǎoluàn,动
6197,七-九级,倒霉,dǎoméi,形
6198,七-九级,倒塌,dǎotā,动
6199,七-九级,导向,dǎoxiàng,动、名
6200,七-九级,岛屿,dǎoyǔ,名
6201,七-九级,盗,dào,动
6202,七-九级,盗版,dàobǎn,动、名
6203,七-九级,道别,dàobié,动
6204,七-九级,稻草,dàocǎo,名
6205,七-九级,倒计时,dàojìshí,动
6206,七-九级,道具,dàojù,名
6207,七-九级,悼念,dàoniàn,动
6208,七-九级,盗窃,dàoqiè,动
6209,七-九级,倒数,dàoshǔ,动
6210,七-九级,到头来,dàotóulái,副
6211,七-九级,倒退,dàotuì,动
6212,七-九级,到位,dàowèi,动、形
6213,七-九级,得不偿失,débùchángshī,
6214,七-九级,德才兼备,décái-jiānbèi,
6215,七-九级,得当,dédàng,形
6216,七-九级,得力,délì,形
6217,七-九级,得失,déshī,名
6218,七-九级,得手,déshǒu,形
6219,七-九级,得体,détǐ,形
6220,七-九级,得天独厚,détiāndúhòu,
6221,七-九级,得心应手,déxīn-yìngshǒu,
6222,七-九级,得益,déyì,动
6223,七-九级,得意扬扬,déyì-yángyáng,
6224,七-九级,得罪,dézuì,动
6225,七-九级,蹬,dēng,动
6226,七-九级,登场,dēngchǎng,动
6227,七-九级,登顶,dēngdǐng,动
6228,七-九级,登陆,dēnglù,动
6229,七-九级,灯泡,dēngpào,名
6230,七-九级,瞪,dèng,动
6231,七-九级,凳子,dèngzi,名
6232,七-九级,堤,dī,名
6233,七-九级,堤坝,dībà,名
6234,七-九级,低调,dīdiào,名、形
6235,七-九级,提防,dīfang,动
6236,七-九级,低谷,dīgǔ,名
6237,七-九级,低估,dīgū,动
6238,七-九级,低落,dīluò,形
6239,七-九级,低迷,dīmí,形
6240,七-九级,低下,dīxià,形
6241,七-九级,嘀咕,dígu,动
6242,七-九级,敌视,díshì,动
6243,七-九级,笛子,dízi,名
6244,七-九级,抵,dǐ,动
6245,七-九级,底层,dǐcéng,名
6246,七-九级,抵触,dǐchù,动
6247,七-九级,抵挡,dǐdǎng,动
6248,七-九级,底线,dǐxiàn,名
6249,七-九级,抵消,dǐxiāo,动
6250,七-九级,抵押,dǐyā,动
6251,七-九级,抵御,dǐyù,动
6252,七-九级,底蕴,dǐyùn,名
6253,七-九级,抵制,dǐzhì,动
6254,七-九级,底子,dǐzi,名
6255,七-九级,地板,dìbǎn,名
6256,七-九级,地步,dìbù,名
6257,七-九级,地带,dìdài,名
6258,七-九级,地道,dìdào,名
6259,七-九级,地段,dìduàn,名
6260,七-九级,帝国,dìguó,名
6261,七-九级,递交,dìjiāo,动
6262,七-九级,地势,dìshì,名
6263,七-九级,地毯,dìtǎn,名
6264,七-九级,地下水,dìxiàshuǐ,名
6265,七-九级,第一手,dìyīshǒu,形
6266,七-九级,地狱,dìyù,名
6267,七-九级,递增,dìzēng,动
6268,七-九级,弟子,dìzǐ,名
6269,七-九级,颠簸,diānbǒ,动
6270,七-九级,颠倒,diāndǎo,动
6271,七-九级,颠倒黑白,diāndǎo-hēibái,
6272,七-九级,巅峰,diānfēng,名
6273,七-九级,颠覆,diānfù,动
6274,七-九级,典范,diǎnfàn,名
6275,七-九级,点火,diǎnhuǒ,动
6276,七-九级,点评,diǎnpíng,动、名
6277,七-九级,点缀,diǎnzhuì,动
6278,七-九级,点子,diǎnzi,名
6279,七-九级,垫,diàn,动、名
6280,七-九级,垫底,diàndǐ,动
6281,七-九级,奠定,diàndìng,动
6282,七-九级,淀粉,diànfěn,名
6283,七-九级,惦记,diànjì,动
6284,七-九级,电台,diàntái,名
6285,七-九级,殿堂,diàntáng,名
6286,七-九级,电网,diànwǎng,名
6287,七-九级,电线,diànxiàn,名
6288,七-九级,电信,diànxìn,名
6289,七-九级,电讯,diànxùn,名
6290,七-九级,垫子,diànzi,名
6291,七-九级,叼,diāo,动
6292,七-九级,雕,diāo,动
6293,七-九级,雕刻,diāokè,动、名
6294,七-九级,刁难,diāonàn,动
6295,七-九级,雕塑,diāosù,动、名
6296,七-九级,雕像,diāoxiàng,名
6297,七-九级,凋谢,diāoxiè,动
6298,七-九级,调2,diào,名
6299,七-九级,调度,diàodù,动、名
6300,七-九级,掉队,diàoduì,动
6301,七-九级,掉头,diàotóu,动
6302,七-九级,吊销,diàoxiāo,动
6303,七-九级,爹,diē,名
6304,七-九级,跌幅,diēfú,名
6305,七-九级,叠,dié,动
6306,七-九级,碟,dié,名
6307,七-九级,迭起,diéqǐ,动
6308,七-九级,丁,dīng,名
6309,七-九级,盯,dīng,动
6310,七-九级,叮嘱,dīngzhǔ,动
6311,七-九级,钉子,dīngzi,名
6312,七-九级,顶多,dǐngduō,副
6313,七-九级,顶级,dǐngjí,形
6314,七-九级,顶尖,dǐngjiān,名、形
